CASRN	Chemical	Tc	Pc	Vc	omega
7723-14-0	phosphorus (black)	994	8329000	0.00029762	0.032
7726-95-6	bromine	584.15	10335000	0.000135	0.1189
7727-15-3	aluminum bromide	763	2890000	0.00031	0.399
7727-18-6	vanadium oxytrichloride	636	3740000	0.00029	0.1305
7727-37-9	nitrogen	126.2	3460000	0.00008921	0.0377
7731-28-4	cis-4-methylcyclohexanol	622	3790000	0.000374	0.688
7731-29-5	trans-4-methylcyclohexanol	622	3790000	0.000374	0.694
7732-18-5	water	647.13	22055000	0.00005595	0.3449
7735-42-4	1,4-hexadecanediol	820.77	1523000	0.0009635	1.232
7735-43-5	1,20-eicosanediol	873.91	1146000	0.0011935	0.993
77437-98-0	2-methyl-6-hepteN-2-ol	615	3100000	0.0003875	
7756-94-7	isobutene, trimer	656.77	1872000	0.0006948	0.548
7758-02-3	potassium bromide	3520	11552000	0.000314	0.596
7758-89-6	cuprous chloride	2435	23679000	0.00025651	1.664
7758-94-3	ferrous chloride	2010	8720000	0.0003025	0.5271
7758-95-4	lead chloride	1998.62	16481000	0.0003025	0.507
7763-13-5	N-hexanonacontane	1209.07	167000	0.0057452	
7766-48-5	5-iodo-1-pentene	640.23	3552000	0.0003845	0.296
7766-50-9	11-bromo-1-undecene	699.36	2157000	0.0006935	0.621
7766-51-0	4-iodo-1-butene	619.52	3996000	0.0003285	0.252
777-22-0	(1-methylheptyl)benzene	712.89	1953000	0.0007094	0.565
7772-99-8	stannous chloride	1459.53	12035000	0.0003025	0.414
7773-01-5	manganese (II) chloride	2382.98	19650000	0.0003025	0.56
7774-29-0	mercuric iodide	1072	10000000	0.00026892	0.189
7778-87-2	propyl heptanoate	637	2200000	0.0006	0.579
7779-80-8	isobutyl heptanoate	652	2047000	0.0006587	0.639
778-22-3	2,2-diphenylpropane	788.27	2559000	0.0006485	0.43
778-66-5	1,1-diphenyl-1-propene	796.49	2660000	0.0006405	0.465
7782-39-0	deuterium	38.35	1664000	0.00006026	-0.1449
7782-40-3	diamond	6810	223000000	0.0000188	0.3268
7782-41-4	fluorine	144.12	5172000	0.00006654	0.053
7782-42-5	graphite	6810	223000000	0.0000188	0.3268
7782-44-7	oxygen	154.58	5043000	0.0000734	0.0222
7782-49-2	selenium (vitreous)	1766	27200000	0.0000623	0.227
7782-50-5	chlorine	417.15	7711000	0.00012375	0.069
7782-65-2	germane	312.2	4950000	0.000147	0.1506
7783-06-4	hydrogen sulfide	373.53	8963000	0.0000985	0.0942
7783-07-5	hydrogen selenide	411.15	8920000	0.00012	0.0542
7783-09-7	hydrogen telluride	438.04	7193000	0.00013873	0.289
7783-26-8	trisilane	525.15	3370000	0.00035494	0.07
7783-29-1	tetrasilane	599.3	2968000	0.00046001	0.037
7783-41-7	fluorine oxide	215	4950000	0.0000976	0.075
7783-42-8	thionyl fluoride	371.25	5928000	0.00014265	0.218
7783-43-9	selenium oxyfluoride	635.5	9670000	0.00014315	
7783-44-0	difluorine dioxide	338.24	7100000	0.00010377	
7783-46-2	lead fluoride	2550.73	21033000	0.0003025	0.58
7783-47-3	tin (II) fluoride	1835.05	25018000	0.00015977	
7783-49-5	zinc fluoride	2882.98	23773000	0.0003025	0.616
7783-54-2	nitrogen trifluoride	234	4461000	0.00011875	0.12
7783-55-3	phosphorus (III) fluoride	271.2	4330000	0.00013873	
7783-58-6	germanium (IV) fluoride	365.04	4775000	0.00016652	
7783-60-0	sulfur tetrafluoride	364	5222000	0.00015877	0.307
7783-61-1	silicon tetrafluoride	259	3720000	0.000202	0.3858
7783-62-2	tin (IV) fluoride	1539.6	17198000	0.000195	
7783-64-4	zirconium (IV) fluoride	1553.38	22535000	0.00015015	
7783-66-6	iodine pentafluoride	594.33	7252000	0.00017852	
7783-68-8	niobium (V) fluoride	737	6280000	0.000155	0.241
7783-70-2	antimony (V) fluoride	653.38			
7783-71-3	tantalum (V) fluoride	787.96			
7783-72-4	vanadium (V) fluoride	499.01			
7783-77-9	molybdenum fluoride	473	4750000	0.000226	0.189
7783-79-1	selenium hexafluoride	345.5	4475000	0.00018774	0.133
7783-80-4	tellurium hexafluoride	356	3447000	0.00025123	0.057
7783-81-5	uranium fluoride	505.8	4660000	0.00025	0.318
7783-82-6	tungsten fluoride	444	4340000	0.000233	0.163
7783-90-6	silver (I) chloride	2992.1	10028000	0.00074426	0.36
7783-96-2	silver (I) iodide	2897.64	9712000	0.00074426	0.351
7784-18-1	aluminum fluoride	2948.13	9881000	0.00074426	0.356
7784-23-8	aluminum iodide	983	3595000	0.000408	0.349
7784-33-0	arsenic (III) bromide	789.01	6640000	0.00027069	0.298
7784-34-1	arsenic trichloride	654	5912000	0.000252	0.22
7784-35-2	arsenic trifluoride	530.21	8781000	0.00013755	0.363
7784-36-3	arsenic pentafluoride	357.73	4113000	0.00019814	0.106
7784-42-1	arsine	373	6550000	0.0000978	0.0105
7784-45-4	arsenic triiodide	1101.22	9906000	0.00027731	0.357
7785-26-4	α-pinene, (-)	647	2780000	0.0005053	0.341
7785-70-8	(+)-a-pinene	647	2780000	0.0005053	0.341
7786-29-0	2-methyloctanal	640	2330000	0.000527	0.592
7786-30-3	magnesium chloride	2754.32	22712000	0.0003025	0.602
77866-58-1	trans-4-propylcyclohexanol	655	3390000	0.0004788	
7787-46-4	beryllium bromide	1216.86	10034000	0.0003025	0.361
7787-47-5	beryllium chloride	1238.03	10209000	0.0003025	0.366
7787-53-3	beryllium iodide	1238.03	10209000	0.0003025	0.366
7787-58-8	bismuth tribromide	1220	9860000	0.000301	0.288
7787-60-2	bismuth trichloride	1179	12000000	0.000261	0.304
7787-61-3	bismuth fluoride	1971.01	38521000	0.00011146	
7787-62-4	bismuth pentafluoride	470	5716000	0.00018731	0.504
7787-64-6	bismuth triiodide	1404	11255000	0.00027173	
7787-69-1	cesium bromide	2562.13	21127000	0.0003025	0.581
7787-70-4	cuprous bromide	2651.71	21866000	0.0003025	0.591
7787-71-5	bromine trifluoride	649.89	11247000	0.00012587	
7789-17-5	cesium iodide	2529.56	20859000	0.0003025	0.577
7789-20-0	deuterium oxide	643.89	21941000	0.0000563	0.3677
7789-21-1	fluorosulfonic acid	715	8417000	0.00018	
7789-23-3	potassium fluoride	2891.12	23840000	0.0003025	0.617
7789-24-4	lithium fluoride	3182.65	26244000	0.0003025	0.645
7789-25-5	nitrosyl fluoride	352.67	11278000	0.00007124	0.405
7789-26-6	fluorine nitrate	337.9	5574000	0.00013206	
7789-30-2	bromine pentafluoride	492.46	6697000	0.00016017	
7789-39-1	rubidium bromide	2646.82	21826000	0.0003025	0.591
7789-40-4	thallous bromide	1778.75	14668000	0.0003025	0.473
7789-47-1	mercuric bromide	1012	7953000	0.0003025	0.292
7789-54-0	tellurium dibromide	1032.59	17977000	0.00012512	
7789-57-3	silane, tribromo	610	4702000	0.000305	0.222
7789-59-5	phosphorus (V) oxybromide	712.7	5799000	0.00026773	
7789-60-8	phosphorus tribromide	711	5399000	0.0003	0.264
7789-61-9	antimony tribromide	904	7362000	0.0003	0.269
7789-66-4	tetrabromosilane	663	4662000	0.000382	
7789-67-5	stannic bromide	744	4343000	0.000417	0.165
7789-68-6	titanium (IV) bromide	795.7	5713000	0.000391	
7789-75-5	calcium fluoride	4570.85	37691000	0.0003025	0.752
7789-89-1	1,1,1-trichloropropane	585.43	3916000	0.0003395	0.256
7789-99-3	2-methylpentyl acetate	618	2540000	0.000494	0.54
779-51-1	1,2-diphenyl-1-propene	796.49	2660000	0.0006405	0.465
7790-29-6	rubidium iodide	2568.65	21181000	0.0003025	0.582
7790-30-9	thallium iodide	1785.26	14721000	0.0003025	0.474
7790-44-5	antimony triiodide	1102	9054000	0.0003025	0.33
7790-47-8	stannic iodide	968	8342000	0.000531	0.306
7790-79-6	cadmium fluoride	3296.66	27184000	0.0003025	0.656
7790-80-9	cadmium iodide	1741.29	14359000	0.0003025	0.467
7790-89-8	chlorine monofluoride	282.32	7901000	0.00008139	0.276
7790-91-2	chlorine trifluoride	368.4	5370000	0.000161	0.173
7790-94-5	chlorosulfonic acid	700	8500000	0.000195	0.301
7791-07-3	sodium perchlorate monohydrate	3400	35500000	0.000266	0.134
7791-09-5	rhenium (VII) trioxychloride	599.24			
7791-11-9	rubidium chloride	2694.06	22215000	0.0003025	0.596
7791-21-1	chlorine monoxide	444.68	7494000	0.00013516	0.303
7791-23-3	selenium oxychloride	730	7090000	0.000235	0.34
7791-25-5	sulfuryl chloride	545	4610000	0.000234	0.1764
7791-27-7	pyrosulfuryl chloride	586.25	3494000	0.00036545	
77928-86-0	5,6-dibromodecane	741.82	2422000	0.0007135	0.701
7795-80-4	2-methyl-2,3-pentanediol	670.5	3991000	0.0003925	1.105
7795-91-7	ethylene glycol mono-sec-butyl ether	600	3240000	0.0004073	0.817
77958-21-5	2-methyl-5-hepteN-3-one	635	3160000	0.0004518	
7796-36-3	cis-1-iodo-1-propene	582.79	4590000	0.0002715	0.198
7796-54-5	trans-1-iodo-1-propene	582.79	4590000	0.0002715	0.198
78-00-2	tetraethyl lead	655	2125000	0.0006361	0.4783
78-11-5	pentaerythritol tetranitrate	676	2240000	0.000731	1.451
78-26-2	2-methyl-2-propyl-1,3-propanediol	664.98	3514000	0.0004545	1.175
78-30-8	tri-o-cresyl phosphate	1060	44900000		1.117
78-40-0	triethyl phosphate	757	6840000	0.000586	0.414
78-59-1	isophorone	715	3330000	0.000456	0.4
78-69-3	3,7-dimethyl-3-octanol	623.33	2359000	0.0005975	0.788
78-74-0	1,1,2-tribromoethane	709.9	7003000	0.0003275	0.476
78-75-1	1,2-dibromopropane	634.11	5407000	0.0003215	0.384
78-76-2	2-bromobutane	567	4630000	0.00032	0.268
78-77-3	1-bromo-2-methylpropane	559.14	4300000	0.0003155	0.314
78-78-4	isopentane	460.4	3380000	0.000306	0.228
78-79-5	isoprene	484	3850000	0.000276	0.158
78-80-8	2-methyl-1-butene-3-yne	492	4380000	0.000248	0.137
78-81-9	isobutylamine	513.73	4215000	0.0003126	0.363
78-82-0	isobutyronitrile	565	3760000	0.000278	0.338
78-83-1	isobutanol	547.78	4300000	0.000273	0.585
78-84-2	isobutyraldehyde	507	4100000	0.000263	0.362
78-85-3	methacrolein	530	4250000	0.000255	0.246
78-86-4	2-chlorobutane	520.6	3900000	0.0003	0.291
78-87-5	1,2-dichloropropane	572	4240000	0.000291	0.256
78-88-6	2,3-dichloropropene	578	4380000	0.000277	0.194
78-90-0	1,2-propanediamine	587	5270000	0.000316	0.474
78-91-1	2-aminopropanol	631	5463000	0.0002697	0.737
78-92-2	sec-butanol	536.05	4179000	0.000269	0.572
78-93-3	methyl ethyl ketone	535.5	4154000	0.000267	0.324
78-94-4	methyl vinyl ketone	555	4760000	0.0002698	
78-96-6	1-amino-2-propanol	614	5670000	0.000278	0.787
78-97-7	lactonitrile	643	5030000	0.000243	0.796
78-99-9	1,1-dichloropropane	560	4240000	0.000291	0.253
7803-49-8	hydroxylamine	574	13700000	0.00007464	0.694
7803-51-2	phosphine	324.75	6540000	0.00015595	0.0452
7803-52-3	stibine	440.35	7306000	0.0001572	0.097
7803-57-8	hydrazine hydrate	595.6	9779000	0.00013267	
7803-62-5	silane	269.7	4840000	0.0001327	0.0938
782-05-8	cis-2,3-diphenyl-2-butene	790.85	2415000	0.0006965	0.509
782-06-9	trans-2,3-diphenyl-2-butene	790.85	2415000	0.0006965	0.509
78738-36-0	1-(diethylamino)-2-propanol, (±)	716	3300000	0.0004683	
79-00-5	1,1,2-trichloroethane	602	4480000	0.000281	0.259
79-01-6	trichloroethylene	571	4910000	0.000256	0.217
79-02-7	dichloroacetaldehyde	555	4950000	0.000245	0.344
79-04-9	chloroacetyl chloride	581	5110000	0.000245	0.354
79-06-1	acrylamide	776	5730000	0.00026	0.486
79-09-4	propanoic acid	600.81	4617000	0.000233	0.575
79-10-7	acrylic acid	615	5660000	0.000208	0.518
79-11-8	chloroacetic acid	686	5780000	0.000221	0.551
79-14-1	glycolic acid	616	7310000	0.0001777	1.059
79-16-3	N-methylacetamide	718	4980000	0.000267	0.435
79-20-9	methyl acetate	506.55	4750000	0.000228	0.331
79-21-0	peroxyacetic acid	552	6400000	0.000198	0.752
79-22-1	methyl chloroformate	525	5360000	0.000221	0.393
79-24-3	nitroethane	593	5160000	0.000236	0.38
79-27-6	1,1,2,2-tetrabromoethane	824	4600000	0.000401	0.147
79-29-8	2,3-dimethylbutane	500	3150000	0.000361	0.25
79-31-2	isobutanoic acid	605	3700000	0.000292	0.614
79-34-5	1,1,2,2-tetrachloroethane	645	4090000	0.000325	0.247
79-36-7	dichloroacetyl chloride	579	4610000	0.000288	0.371
79-38-9	chlorotrifluoroethylene	379.15	4053000	0.000212	0.244
79-39-0	2-methacrylamide	741	5450000	0.000298	0.421
79-41-4	methacrylic acid	662	4790000	0.00028	0.332
79-43-6	dichloroacetic acid	686	5170000	0.000265	0.555
79-46-9	2-nitropropane	594	4450000	0.000288	0.384
79-92-5	camphene	638	2750000	0.000499	0.296
79630-70-9	1,2,2,3-tetrachlorobutane	690	3400000	0.0004395	
80-05-7	bisphenol a	849	2930000	0.000677	0.946
80-10-4	dichlorodiphenylsilane	814	2330000	0.000674	0.428
80-15-9	cumene hydroperoxide	605	3340000	0.000419	0.995
80-43-3	dicumyl peroxide	884	2180000	0.000873	0.45
80-46-6	p-tert-amylphenol	752	2980000	0.000546	0.564
80-47-7	p-menthane-8-hydroperoxide	711	2950000	0.000553	0.901
80-56-8	α-pinene	644	2760000	0.000454	0.221
80-59-1	trans-2-methyl-2-butenoic acid	676	4083000	0.0003225	0.389
80-62-6	methyl methacrylate	564	3680000	0.000323	0.317
80-81-9	1,2,3,4-tetrahydro-6-ethyl-1,1,4,4-tetramethylnaphthalene	780.71	1919000	0.0007725	0.594
80204-19-9	2-bromo-2-pentene	586.22	4033000	0.0003562	0.334
80325-37-7	6-chloro-2-methyl-2-heptene	640.48	2574000	0.0005125	0.43
80648-26-6	3,5-dimethylstyrene	679.34	2970000	0.0004685	0.375
80864-10-4	2,2,4-trimethyl-1,4-pentanediol	692.04	3100000	0.000517	1.28
811-93-8	2-methyl-1,2-propanediamine	612.33	4610000	0.0003161	0.533
811-94-9	1,2,2-trifluoropropane	404.58	3801000	0.0002465	0.254
811-95-0	1,1,2-trichloro-1-fluoroethane	559.78	4178000	0.000302	0.264
811-97-2	1,1,1,2-tetrafluoroethane	374.18	4056000	0.0001988	0.327
812-03-3	1,1,1,2-tetrachloropropane	646.86	3778000	0.0003825	0.28
812-04-4	1,1-dichloro-1,2,2-trifluoroethane	481.32	3946000	0.0002825	0.287
81280-12-8	4-methyl-4-hepteN-3-ol	615	3100000	0.0003875	
813-75-2	1,2,2,3-tetrafluoropropane	453.25	3599000	0.0002645	0.306
814-40-4	ethyl methyl sulfate	775	6025000	0.0003455	0.126
814-78-8	methyl isopropenyl ketone	566	3890000	0.000302	0.286
815-24-7	di-tert-butyl ketone	629.65	2467000	0.0005338	0.541
816-11-5	methyl 2-ethylbutanoate	584	2765000	0.0004445	0.456
816-79-5	3-ethyl-2-pentene	547.66	2976000	0.0004085	0.307
817-46-9	2-propyl-1-hexanol	612.65	2546000	0.0005525	0.846
817-60-7	2-ethyl-1-heptanol	625.91	2546000	0.0005525	0.846
817-91-4	4-methyl-1-heptanol	613.14	2811000	0.0004965	0.806
81726-82-1	1,17-dibromoheptadecane	818.59	1368000	0.0011055	0.904
818-23-5	8-pentadecanone	723.72	1485000	0.0008815	0.787
818-49-5	4-methyl-1-hexanol	608.04	3121000	0.0004405	0.764
818-61-1	2-hydroxyethyl acrylate	662	3980000	0.000359	0.864
818-81-5	2-methyl-1-octanol	627.23	2546000	0.0005525	0.846
818-92-8	3-fluoro-1-propene	394.72	4392000	0.0002025	0.218
819-97-6	1-methylpropyl butanoate	596	2550000	0.000497	0.5
81925-81-7	5-methyl-2-hepteN-4-one	635	3160000	0.0004518	
81931-81-9	2,3-dimethyl-2-tert-butyl-1-butanol	628.77	2403000	0.0005865	0.693
820-05-3	4,6-dimethyl-1-heptanol	606.35	2566000	0.0005465	0.814
820-29-1	5-decanone	656.59	2236000	0.0006015	0.612
820-55-3	1,1-dichloropentane	610.24	3214000	0.0004075	0.352
821-09-0	4-penteN-1-ol	573	4550000	0.0002584	
821-11-4	trans-2-butene-1,4-diol	666	5200000	0.000279	1.219
821-25-0	1,1-dichloroheptane	654.02	2614000	0.0005195	0.442
821-41-0	5-hexeN-1-ol	587	3900000	0.0003038	
821-55-6	2-nonanone	652.5	2410000	0.00056	0.498
821-76-1	1,7-dichloroheptane	654.02	2614000	0.0005195	0.442
821-88-5	1,1-dichlorononane	688.79	2167000	0.0006315	0.528
821-93-2	1,1-dichlorotridecane	745.93	1560000	0.0008555	0.681
821-95-4	1-undecene	639	2030000	0.000642	0.517
821-96-5	cis-2-undecene	637.84	2023000	0.0006378	0.504
821-98-7	cis-4-undecene	637.84	2023000	0.0006378	0.504
821-99-8	1,9-dichlorononane	688.79	2167000	0.0006315	0.528
822-01-5	1,1-dichloroundecane	720.08	1826000	0.0007435	0.61
822-06-0	hexamethylene diisocyanate	720.8	2960000	0.000513	0.729
822-13-9	1-chlorotridecane	724.59	1596000	0.0008125	0.661
822-15-1	1,1-dichloropentadecane	770.83	1348000	0.0009675	0.738
822-20-8	heptadecyl acetate	771.3	1000000	0.001157	
822-23-1	octadecyl acetate	779.6	940000	0.001215	
822-24-2	eicosyl acetate	794.7	830000	0.001331	
822-27-5	9,10-dithiaoctadecane	784.46	1352000	0.0010395	0.806
822-35-5	cyclobutene	446.33	5266000	0.0001955	0.189
822-50-4	trans-1,2-dimethylcyclopentane	553.15	3445000	0.00036	0.27
823-40-5	2-methyl-1,3-benzenediamine	804	4380000	0.00043	0.58
824-90-8	trans-1-butenylbenzene	682.45	3088000	0.0004673	0.356
82507-04-8	1-chloro-4-ethyl-3-hexene	640.48	2574000	0.0005125	0.43
826-18-6	1-pentenylbenzene	703	2800000	0.0005213	
826-77-7	4,6-dimethylquinoline	783.28	3353000	0.0005145	0.497
827-52-1	cyclohexylbenzene	744	2880000	0.000529	0.378
828-00-2	2,6-dimethyl-1,3-dioxaN-4-ol acetate, cis and trans	669	2840000	0.000477	0.582
829-26-5	2,3,6-trimethylnaphthalene	775.49	2671000	0.0005775	0.492
83-32-9	acenaphthene	803.15	3100000	0.000553	0.381
83-46-5	stigmast-5-eN-3-ol, (3beta)	953	1120000	0.00146	1.054
836-30-6	4-nitro-N-phenylaniline	814	2870000	0.000623	0.766
838-45-9	1,3-diphenylpentane	786.4	2040000	0.000836	0.587
84-15-1	o-terphenyl	857	2990000	0.000731	0.551
84-65-1	anthraquinone	900	3150000	0.000544	0.681
84-66-2	diethyl phthalate	757	2330000	0.000635	0.761
84-69-5	diisobutyl phthalate	762	1780000	0.000891	0.916
84-74-2	dibutyl phthalate	781	1750000	0.000846	0.957
84-75-3	dihexyl phthalate	793	1400000	0.00106	1.125
84-76-4	dinonyl phthalate	866	1070000	0.00137	0.996
84-77-5	didecyl phthalate	905	995000	0.00148	0.891
84276-14-2	(S)-1,2-decanediol	716.12	2530000	0.000629	1.315
84852-15-3	4-nonylphenol, isomers	738.5	2090000	0.000757	0.793
84869-41-0	heptadecyl butanoate	789.7	900000	0.001273	
84869-42-1	nonadecyl butanoate	804.2	800000	0.001389	
85-01-8	phenanthrene	869	2900000	0.000554	0.471
85-44-9	phthalic anhydride	791	4720000	0.000421	0.708
85514-84-7	(R)-1,2-dodecanediol	742.07	2104000	0.000741	1.322
85514-85-8	(S)-1,2-dodecanediol	742.07	2104000	0.000741	1.322
85523-00-8	N-isopropyl-N-methyl-tert-butylamine	601.45	2652000	0.0005176	0.5
85566-12-7	decyl alcohol (mixed isomers)	629	2355000	0.000598	0.793
86-73-7	fluorene	826	3000000	0.000524	0.404
86-74-8	dibenzopyrrole	899	3260000	0.000482	0.494
86-89-5	1-pentylnaphthalene	803	2440000	0.000686	0.535
86051-37-8	ethyl 3-methylnonanoate	667	1893000	0.0007173	0.699
86073-38-3	9-methyloctadecanoic acid	810	1300000	0.00108	1.07
86161-40-2	R,S-3-butene-1,2-diol	679.44	5200000	0.000279	1.174
865-58-7	3-bromo-3-methyl-1-butene	575.7	4067000	0.0003475	0.274
86623-80-5	ethyl 3-methyl-3-pentenoate	616	2600000	0.0004705	
86661-53-2	3-chloro-3-ethyl-2,2-dimethylpentane	661.88	2227000	0.0005885	0.505
86668-33-9	7-methyl-3-octene	593.62	2372000	0.0005248	0.411
868-57-5	methyl sec-pentanoate	572.95	3070000	0.0004	0.412
868-77-9	ethylene glycol monomethacrylate	677	3640000	0.000394	0.839
87-26-3	2-(1-methylbutyl)phenol	751	2980000	0.000546	0.569
87-59-2	2,3-dimethylaniline	695.58	3684000	0.000432	0.433
87-61-6	1,2,3-trichlorobenzene	734	4510000	0.000395	0.426
87-62-7	2,6-dimethylaniline	695.58	3684000	0.000432	0.433
87-66-1	1,2,3-benzenetriol	830	8810000	0.000318	0.945
87-68-3	hexachloro-1,3-butadiene	738	2840000	0.00055	0.168
87-69-4	tartaric acid	828	5180000	0.000305	2.011
87-85-4	hexamethylbenzene	758	2770000	0.000593	0.496
87-89-8	inositol	850	5320000	0.000412	2.371
870-63-3	1-bromo-3-methyl-2-butene	582.88	4047000	0.0003585	0.331
871-28-3	1-pentene-4-yne	503	4400000	0.000256	0.179
871-83-0	2-methylnonane	610	2120000	0.000583	0.472
872-05-9	1-decene	617	2220000	0.000584	0.475
872-10-6	6-thiaundecane	701.03	2141000	0.0006495	0.551
872-50-4	N-methyl-2-pyrrolidone	721.6	4520000	0.00031	0.373
872-55-9	2-ethylthiophene	623.6	4060000	0.000325	0.298
872-93-5	3-methyl sulfolane	817	4240000	0.000353	0.419
873-66-5	trans-1-propenylbenzene	670	3360000	0.000407	0.339
873-94-9	3,3,5-trimethylcyclohexanone	690	2950000	0.0004746	
873567-30-7	1,3-tridecanediol	750.55	1934000	0.0007955	1.31
874-41-9	4-ethyl-m-xylene	665	2880000	0.000482	0.414
874-79-3	propyl phenyl sulfide	720.19	3326000	0.0004855	0.417
875-85-4	3,4-diethylphenol	780.8	3376000	0.0004215	0.541
876-20-0	2,5-diethylphenol	712.57	3376000	0.0004215	0.541
877-43-0	2,6-dimethylquinoline	773.81	3353000	0.0005145	0.497
877-44-1	1,2,4-triethylbenzene	684	2380000	0.0006	0.501
87827-60-9	(R)-1,2-decanediol	716.12	2530000	0.000629	1.315
879-12-9	1,2,3-trimethylnaphthalene	783.95	2671000	0.0005775	0.492
879-97-0	4-tert-butyl-2,6-dimethylphenol	755.67	2747000	0.0005987	0.59
88-05-1	2,4,6-trimethylaniline	705.58	3284000	0.000482	0.413
88-09-5	2-ethylbutanoic acid	655	3410000	0.000389	0.633
88-18-6	2-tert-butylphenol	725.38	3514000	0.0004105	0.444
88-20-0	2-methylbenzenesulfonic acid			0.000438	
88-60-8	2-tert-butyl-5-methylphenol	751	2980000	0.000546	0.569
88-69-7	2-isopropylphenol	714.75	3897000	0.0003595	0.464
88-72-2	o-nitrotoluene	720	3800000	0.000441	0.482
88-73-3	o-chloronitrobenzene	757	3980000	0.000432	0.486
88-74-4	o-nitroaniline	784	4420000	0.000406	0.741
88-99-3	phthalic acid	800	3950000	0.000424	1.058
88736-68-9	1,2-dimethylpropyl butanoate	608	2350000	0.0005	0.868
88917-22-0	di(propylene glycol) methyl ether acetate, isomers	647	2270000	0.000609	0.702
89-05-4	pyromellitic acid	883	3140000	0.000584	1.83
89-48-5	menthyl acetate	694	2150000	0.0006198	
89-72-5	2-sec-butylphenol	720.28	3468000	0.0004155	0.51
89-83-8	5-methyl-2-propylphenol	780.8	3376000	0.0004215	0.541
89-95-2	2-methylbenzenemethanol	691	3920000	0.000387	0.743
89223-57-4	1-methyl-2-isopropylcyclopentane	610.99	2681000	0.0004773	0.302
89796-76-9	4,4-dichloroheptane	654.02	2614000	0.0005195	0.442
89886-25-9	trans-2-ethylcyclohexanol, (±)	645	3590000	0.0004482	
89896-73-1	3-heptenal	610	3300000	0.000358	
90-00-6	o-ethylphenol	703	4290000	0.000351	0.476
90-02-8	salicylaldehyde	680	4990000	0.000342	0.619
90-05-1	guaiacol	697	4730000	0.000353	0.571
90-11-9	1-bromonaphthalene	824	3700000	0.000453	0.369
90-12-0	1-methylnaphthalene	772	3600000	0.000465	0.342
90-13-1	1-chloronaphthalene	785	3400000	0.000434	0.383
90-42-6	[1,1'-bicyclohexyl]-2-one	787	2740000	0.000569	0.315
90023-96-4	methyl-2-methylbutylamine	560.25	3181000	0.0004005	0.432
90112-75-7	6-methyl-2-heptenoic acid	736	2700000	0.0004944	
90112-82-6	3-hydroxy-2,2-dimethylhexanoic acid, βlactone	736	2700000	0.0004944	
90162-24-6	2,4-octanediol	692.04	3100000	0.000517	1.28
90200-83-2	5-octeN-1-ol	615	3100000	0.0003875	
90202-21-4	2-chloro-2-octene	640.48	2574000	0.0005125	0.43
90226-23-6	N,4-dimethylcyclohexylamine	642	3100000	0.0004487	
90644-60-3	2-noneN-4-yne	595	3000000	0.0004248	
90645-54-8	2,4,6-trimethylcyclohexanone	690	2950000	0.0004746	
90676-55-4	3-methyl-4-octeN-3-ol	629	2700000	0.0004473	
